2015,Models,Note,Frame,Size,Color,Tube,BB-CL,Drop-Out,Shock,Fork,BB Set,B-Lever,Brake-F,Brake-R,B-Cable,C-Housing,Chain,C-Guard,Chainwheel,DERA-F,DERA-R,Freewheel,Bar-End,Grip,H-Bar,H-B Stem,Head Set,Hub-F,Hub-R,Leadpipe,Pedal,Reflector,Reflector-bkt,Rim,Rim tape,Saddle,Seat Clamp,Seat Post,Shifter-F,Shifter-R,Spoke,Spoke Disk,Inner Tube,Tire-F,Tire-R,Hardware,Decal,C/S Protector,Carton,Manual,Packing,Bell
Matts 6.,20-D,,Matts Speed,"[14.5]-16-18-20-22-[24]""",0,0,0,0,0,SR 26 XCT-HLO 100,Cartridge Bearing,attached,Promax DSK hydraulic 160,Promax DSK hydraulic 160,attached,SP40,Sunrace 8S,attached,Shimano M131 42-34-24 CG,Shimano M190,Shimano Acera-X,Sunrace CS8 11-32,0,MERIDA kraton,MERIDA comp OS 660 R25,MERIDA Comp OS 6,Ahead,Alloy Disc,Alloy Disc cassette,0,XC Steel,0,0,Merida Matts D,0,Merida Sport 5,MERIDA comp QR,MERIDA speed 27.2,Shimano Altus rapidfire 3,Shimano Altus rapidfire 8,ucp steel,0,attached 26,Merida 26 2.1,Merida 26 2.1,steel,0,0,0,0,95%,YWS-Alloy
Matts 6.,20-MD,,Matts Speed,"[14.5]-16-18-20-22-[24]""",0,0,0,0,0,SR 26 XCT-HLO 100,Cartridge Bearing,attached,Promax MTD Mechanical 160,Promax MTD Mechanical 160,2P,SP40,Sunrace 8S,attached,Shimano M131 42-34-24 CG,Shimano M190,Shimano Acera-X,Sunrace CS8 11-32,0,MERIDA kraton,MERIDA comp OS 660 R25,MERIDA Comp OS 6,Ahead,Alloy Disc,Alloy Disc cassette,0,XC Steel,0,0,Merida Matts D,0,Merida Sport 5,MERIDA comp QR,MERIDA speed 27.2,Shimano EZ fire 3,Shimano EZ fire 8,ucp steel,0,attached 26,Merida 26 2.1,Merida 26 2.1,steel,0,0,0,0,95%,YWS-Alloy
Matts 6.,20-V,,Matts Speed V,"[14.5]-16-18-20-22-[24]""",0,0,0,0,0,SR 26 XCT-HLO 100,Cartridge Bearing,attached,V-Brake Linear,V-Brake Linear,2P,SP40,Sunrace 8S,attached,Shimano M131 42-34-24 CG,Shimano M190,Shimano Acera-X,Sunrace CS8 11-32,0,MERIDA kraton,MERIDA comp OS 660 R25,MERIDA Comp OS 6,Ahead,OV alloy,OV Cassette,0,XC Steel,0,0,Merida Matts V,0,Merida Sport 5,MERIDA comp QR,MERIDA speed 27.2,Shimano EZ fire 3,Shimano EZ fire 8,ucp steel,0,attached 26,Merida 26 2.1,Merida 26 2.1,steel,0,0,0,0,95%,YWS-Alloy
Matts 6.,15-MD,,Matts D,"[14.5]-16-18-20-22-[24]""",0,0,0,0,0,SR 26 XCT 100,Cartridge Bearing,attached,Promax MTD Mechanical 160,Promax MTD Mechanical 160,2P,SP40,Sunrace 8S,attached,SR XCC 42-34-24 CG,Shimano M190,Shimano Altus,Sunrace CS8 11-32,0,MERIDA kraton,MERIDA comp OS 660 R25,MERIDA Comp OS 6,Ahead,Alloy Disc,Alloy Disc cassette,0,PP pedal,0,0,Merida Matts D,0,Merida Sport 5,MERIDA comp QR,MERIDA speed 27.2,Shimano EZ fire 3,Shimano EZ fire 8,ucp steel,0,attached 26,Merida 26 2.1,Merida 26 2.1,Stainless,0,0,0,0,95%,YWS-Alloy
Matts 6.,15-V,,Matts V,"[14.5]-16-18-20-22-[24]""",0,0,0,0,0,SR 26 XCT 100,Cartridge Bearing,attached,V-Brake Linear,V-Brake Linear,2P,SP40,Sunrace 8S,attached,SR XCC 42-34-24 CG,Shimano M190,Shimano Altus,Sunrace CS8 11-32,0,MERIDA kraton,MERIDA comp OS 660 R25,MERIDA Comp OS 6,Ahead,OV alloy,OV Cassette,0,PP pedal,0,0,Merida Matts V,0,Merida Sport 5,MERIDA comp QR,MERIDA speed 27.2,Shimano EZ fire 3,Shimano EZ fire 8,ucp steel,0,attached 26,Merida 26 2.1,Merida 26 2.1,Stainless,0,0,0,0,95%,YWS-Alloy
Matts 6.,10-V,,Matts V,"[14.5]-16-18-20-22-[24]""",0,0,0,0,0,SR 26 XCT 100,Cartridge Bearing,attached,V-Brake Linear,V-Brake Linear,2P,SP40,chain 7s,attached,Shimano M131 42-34-24 CG,Shimano Tourney,Shimano Altus,Shimano MF-TZ21 14-28,0,MERIDA kraton,Merida Steel 620 R30,Merida Ahead alloy 15,Ahead,OV alloy,OV alloy,0,PP pedal,0,0,Merida Matts V,0,Merida Sport 5,MERIDA comp QR,MERIDA speed 27.2,Shimano EZ fire 3,Shimano EZ fire 7,ucp steel,0,attached 26,Merida 26 2.1,Merida 26 2.1,Stainless,0,0,0,0,95%,YWS-Alloy
Hardy 6.,Team,,Hardy Pro BC-D,S,0,0,Single speed,0,0,Manitou Circus Expert 100 taper,EBA-48 Euro Type,attached,attached,Shimano M506 160 disc,attached,0,KMC K710SL ,attached,Hollow Seamless 2pcs CM Direct-48 Spline Crank + 10 slim arms-25T[5T-NC],No,No,10T,0,Velo Double Density 145mm,Gravity light OS 760 R25,Gravity LIGHT L:45,Big Conoid A-bearing neck,DH Pro disc 20mm ,DH Pro disc NT-10T,0,DH Comp ,ATTACH,0,Alex Supra D,0,Velo VL-7081 Pivotal ,Hollow Allen,Pivotal 27.2D*200L,0,0,Black stainless,ATTACH,Lite A.V,Maxxis DTH 2.15 fold,Maxxis DTH 2.15 fold,attached,0,0,0,0,0%,YWS-Alloy
Hardy 6.,300,,Hardy Pro BC-D,S,0,0,Single speed,0,0,Marzocchi DJ3 20 100,AX02-EBS-4,Alloy Lever,attached,Tektro Aries disc 160,attached,0,KMC Z510HX,attached,Hollow 3pcs CM 8 Spline Crank + 10 arms-28T[5T],No,No,12T,0,VLG-411-1A,ITC-6502 740L ,ITC-7233 L45,Big Conoid semi neck [1-1/8],DH Pro 20mm 32H,DH Pro disc NT-12T,0,DH Comp ,ATTACH,0,Alex FR30,0,Velo VL-7081 Pivotal ,Hollow Allen,Pivotal 27.2D*200L,no,No,Black stainless,ATTACH,Lite A.V,Maxxis DTH 2.15 fold,Maxxis DTH 2.15 fold,attached,0,0,0,0,0,YWS-Alloy
Hardy 6.,100,,Hardy Comp EG-D,S/M/L,0,0,2*9,0,0,SR XCM 100,FSA Powerdrive ,attached,Tektro Auriga hydraulic 160,Tektro Auriga hydraulic 160,attached,MTK700 SP40,KMC M99 ,attached,FSA Dynadrive 32/22 Alloy Guard,Shimano M370,Shimano Alivio ,Sunrace CS-9S 11-32,0,VLG-539AD2,MERIDA comp OS 680 R25,Merida Comp OS 7 L60,EGG steel-B,Alloy Disc,Alloy Disc cassette,0,DH Comp ,ATTACH,0,Merida Matts D,0,Velo VL-7073-8,MERIDA comp QR,MJ MSP-15AL.1 31.6D*350L,Shimano Acera-X rapidfire,Shimano Acera-X rapidfire,Black stainless,ATTACH,A.V,MERIDA Trail 2.25,MERIDA Trail 2.25,attached,0,0,0,0,0%,YWS-Alloy
Hardy 6.,70,,Hardy Comp EG-D,S/M/L,0,0,3*8,0,0,SR XCM 100,FSA Powerdrive ,attached,Promax DSK hydraulic 160,Promax DSK hydraulic 160,attached,MTK700 SP40,KMC 8s,no,FSA Dynadrive 42-32-22,Shimano M310,Shimano Altus,Sunrace CS8 11-32,0,Kraton Grip,MERIDA comp OS 680 R25,Merida Comp OS 7 L60,EGG steel-B,Alloy Disc,Alloy Disc cassette,0,DH Comp ,ATTACH,0,Merida Matts D,0,Merida Sport 5,MERIDA comp QR,MJ MSP-15AL.1 31.6D*350L,Shimano Altus rapidfire,Shimano Altus rapidfire,Black stainless,ATTACH,A.V,MERIDA Trail 2.25,MERIDA Trail 2.25,attached,0,0,0,0,0%,YWS-Alloy
Hardy 6.,40,,Hardy Comp EG-D,S/M/L,0,0,3*7 ,0,0,SR XCM 100,FSA Powerdrive ,attached,Promax MTD Mechanical 160,Promax MTD Mechanical 160,MTK700 2P,MTK700 SP40,KMC 8s,no,FSA Dynadrive 42-32-22,Shimano M310,Shimano TOURNEY,Sunrace CS7 11-34,0,Kraton Grip,MERIDA comp OS 680 R25,Merida Comp OS 7 L60,EGG steel-B,Alloy Disc,Alloy Disc cassette,0,DH Comp ,ATTACH,0,Merida Matts D,0,Merida Sport 5,MERIDA comp QR,MERIDA speed 31.6,Shimano EZ fire,Shimano EZ fire,Stainless Sliver,ATTACH,A.V,MERIDA Trail 2.25,MERIDA Trail 2.25,attached,0,0,0,0,0%,YWS-Alloy
Juliet 7.,XT-edition,,Juliet Pro 7-Single,"13.5-15-17-18.5-20""",0,0,0,0,0,Rock Shox 30Gold TK27 100 poploc,attached,attached,Shimano M506 180 cen,Shimano M506 160 cen,attached,MTK700 SP40,KMC Z10-10s,no,Shimano XT 40-30-22,Shimano XT triple,Shimano XT Shadow,Shimano CS-HG50-10 11-36,0,ERGO Screw on-Single,MERIDA pro OS 660 R12 lady,MERIDA pro OS 5 lady,Conoid semi neck,Formula Centerlock,Formula Centerlock cassette,0,Comfort Alloy triple,0,0,Merida Big 7 Pro D,0,Juliet Sport,MERIDA pro QR,MERIDA pro H SB15 31.6,Shimano XT-i,Shimano XT-i,Black+White stainless,0,Ultralite-27.5,Merida RACE lite 27.5 2.1 fold,Merida RACE lite 27.5 2.1 fold,Stainless,0,0,0,0,95%,YWS-Alloy
Juliet 7.,Team Issue,,Juliet Pro 7-Single,"13.5-15-17-18.5-20""",0,0,0,0,0,Rock Shox 30Gold TK27 100 poploc,attached,attached,Tektro Gemini hydraulic 180 lady,Tektro Gemini hydraulic 160 lady,attached,MTK700 SP40,KMC Z10-10s,no,Sram S1000 38-24,Sram X5 double,Sram X9 carbon ,Shimano CS-HG50-10 11-36,0,ERGO Screw on-Single,MERIDA pro OS 660 R12 lady,MERIDA pro OS 5 lady,Conoid semi neck,Bearing Disc,Bearing Disc Cassette,0,Comfort Alloy triple,0,0,Merida Big 7 comp D,0,Juliet Sport,MERIDA pro QR,MERIDA pro H SB15 27.2,Sram X7 trigger ,Sram X7 trigger ,Black+White stainless,0,Ultralite-27.5,Merida RACE lite 27.5 2.1 fold,Merida RACE lite 27.5 2.1 fold,Stainless,0,0,0,0,95%,YWS-Alloy
Juliet 7.,500,,Juliet Comp 7-Single,"13.5-15-17-18.5-20""",0,0,0,0,0,Rock Shox XC30TK27 SA 100 ,Shimano octalink,attached,Shimano M355 180 cen,Shimano M355 160 cen,attached,MTK700 SP40,KMC Z10-10s,no,Shimano M523 octa 40-30-22,Shimano Deore triple,Shimano SLX Shadow,Shimano CS-HG50-10 11-36,0,ERGO Screw on-Single,MERIDA comp OS 660 R25,Merida Comp OS 15,Conoid semi neck,Formula Centerlock,Formula Centerlock cassette,0,Comfort Alloy triple,0,0,Merida Big 7 comp D,0,Juliet Sport,MERIDA pro QR,MERIDA comp SB12 27.2,Shimano Deore,Shimano Deore,Black+White stainless,0,Ultralite-27.5,Merida RACE lite 27.5 2.1 fold,Merida RACE lite 27.5 2.1 fold,Stainless,0,0,0,0,95%,YWS-Alloy
Juliet 7.,300,,Juliet Comp 7-Single,"13.5-15-17-18.5-20""",0,0,0,0,0,SR 27 XCR air LO 100,Shimano octalink,attached,Tektro Auriga WS hydraulic 180,Tektro Auriga WS hydraulic 160,attached,MTK700 SP40,KMC M99 ,no,Shimano M4000 octa 40-30-22 CG,Shimano Alivio,Shimano Deore-9,Shimano CS-HG200-9 11-34,0,ERGO Screw on-Single,MERIDA comp OS 660 R25,Merida Comp OS 15,Conoid semi neck,Formula Disc,Formula Disc cassette,0,Comfort Alloy triple,0,0,Merida Big 7 comp D,0,Juliet Sport,MERIDA comp QR,MERIDA comp SB12 27.2,Shimano Alivio rapidfire,Shimano Alivio rapidfire,Black+White stainless,0,Ultralite-27.5,Merida RACE 27.5 2.1,Merida RACE 27.5 2.1,Stainless,0,0,0,0,95%,YWS-Alloy
Juliet 7.,100,,Juliet Comp 7-Single,"13.5-15-17-18.5-20""",0,0,0,0,0,SR 27 XCM HLO 100,Cartridge Bearing,attached,Tektro Auriga WS hydraulic 180,Tektro Auriga WS hydraulic 160,attached,MTK700 SP40,KMC M99 ,no,SR XCM 44-32-22 CG,Shimano M370,Shimano Alivio ,Shimano CS-HG200-9 11-34,0,ERGO Screw on-Single,MERIDA comp OS 660 R25,Merida Comp OS 15,Conoid semi neck,Alloy Disc,Alloy Disc cassette,0,Comfort Alloy triple,0,0,Merida Big 7 comp D,0,Juliet Sport,MERIDA comp QR,MERIDA comp SB12 27.2,Shimano Altus rapidfire,Shimano Altus rapidfire,Black+White stainless,0,Ultralite-27.5,Merida RACE 27.5 2.1,Merida RACE 27.5 2.1,Stainless,0,0,0,0,95%,YWS-Alloy
Juliet 7.,40-D,,Juliet Speed 7,"13.5-15-17-18.5-20""",0,0,0,0,0,SR 27 XCM HLO 100,Cartridge Bearing,attached,Promax DSK hydraulic 160,Promax DSK hydraulic 160,attached,SP40,KMC M99 ,attached,SR XCM 44-32-22 CG,Shimano M370,Shimano Altus 9,Sunrace CS-9S 11-32,0,MERIDA kraton,Merida Speed R30 640,Merida Comp OS 15,Conoid steel,Alloy Disc,Alloy Disc cassette,0,Comfort double,0,0,Merida Big 7 comp D,0,Juliet Sport,MERIDA comp QR,MERIDA speed 27.2,Shimano Altus rapidfire,Shimano Altus rapidfire,stainless silver+white stainless,0,attached 27.5,Merida 27 2.1,Merida 27 2.1,Stainless,0,0,0,0,95%,YWS-Alloy
Juliet 7.,40-MD,,Juliet Speed 7,"13.5-15-17-18.5-20""",0,0,0,0,0,SR 27 XCM HLO 100,Cartridge Bearing,attached,Promax MTD Mechanical 160,Promax MTD Mechanical 160,2P,SP40,KMC M99 ,attached,SR XCM 44-32-22 CG,Shimano M370,Shimano Altus 9,Sunrace CS-9S 11-32,0,MERIDA kraton,Merida Speed R30 640,Merida Comp OS 15,Conoid steel,Alloy Disc,Alloy Disc cassette,0,Comfort double,0,0,Merida Big 7 comp D,0,Juliet Sport,MERIDA comp QR,MERIDA speed 27.2,Shimano Altus ST rapidfire,Shimano Altus ST rapidfire,stainless silver+white stainless,0,attached 27.5,Merida 27 2.1,Merida 27 2.1,Stainless,0,0,0,0,95%,YWS-Alloy
Juliet 6.,40-D,,Juliet Speed 6,"13.5-15-17-18.5-20""",0,0,0,0,0,SR 26 XCT-HLO 100,Cartridge Bearing,attached,Promax DSK hydraulic 160,Promax DSK hydraulic 160,attached,SP40,KMC M99 ,attached,SR XCM 44-32-22 CG,Shimano Altus,Shimano Altus 9,Sunrace CS-9S 11-32,0,MERIDA kraton,Merida Speed R30 620,Merida Comp 15,Conoid steel,Alloy Disc,Alloy Disc cassette,0,Comfort double,0,0,Merida Juliet D,0,Juliet Sport,MERIDA comp QR,MERIDA speed 27.2,Shimano Altus rapidfire,Shimano Altus rapidfire,stainless silver+white stainless,0,attached 26,Merida 26 1.95,Merida 26 1.95,Stainless,0,0,0,0,95%,YWS-Alloy
Juliet 6.,40-MD,,Juliet Speed 6,"13.5-15-17-18.5-20""",0,0,0,0,0,SR 26 XCT-HLO 100,Cartridge Bearing,attached,Promax MTD Mechanical 160,Promax MTD Mechanical 160,2P,SP40,KMC M99 ,attached,SR XCM 44-32-22 CG,Shimano M370,Shimano Altus 9,Sunrace CS-9S 11-32,0,MERIDA kraton,Merida Speed R30 620,Merida Comp 15,Conoid steel,Alloy Disc,Alloy Disc cassette,0,Comfort double,0,0,Merida Juliet D,0,Juliet Sport,MERIDA comp QR,MERIDA speed 27.2,Shimano Altus ST rapidfire,Shimano Altus ST rapidfire,stainless silver+white stainless,0,attached 26,Merida 26 1.95,Merida 26 1.95,Stainless,0,0,0,0,95%,YWS-Alloy
Juliet 6.,40-V,,Juliet Speed 6 V,"13.5-15-17-18.5-20""",0,0,0,0,0,SR 26 XCT-HLO 100,Cartridge Bearing,attached,V-Brake Linear,V-Brake Linear,2P,SP40,KMC M99 ,attached,SR XCM 44-32-22 CG,Shimano M370,Shimano Altus 9,Sunrace CS-9S 11-32,0,MERIDA kraton,Merida Speed R30 620,Merida Comp 15,Conoid steel,OV alloy,OV Cassette,0,Comfort double,0,0,Merida Juliet V,0,Juliet Sport,MERIDA comp QR,MERIDA speed 27.2,Shimano Altus ST rapidfire,Shimano Altus ST rapidfire,stainless silver+white stainless,0,attached 26,Merida 26 1.95,Merida 26 1.95,Stainless,0,0,0,0,95%,YWS-Alloy
Juliet 6.,20-D,,Juliet Speed 6,"13.5-15-17-18.5-20""",0,0,0,0,0,SR 26 XCT-HLO 100,Cartridge Bearing,attached,Promax DSK hydraulic 160,Promax DSK hydraulic 160,attached,SP40,Sunrace 8S,attached,Shimano M131 42-34-24 CG,Shimano M190,Shimano Acera-X,Sunrace CS8 11-32,0,MERIDA kraton,Merida Speed R30 620,Merida Comp 15,Conoid steel,Alloy Disc,Alloy Disc cassette,0,Comfort double,0,0,Merida Juliet D,0,Juliet Sport,MERIDA comp QR,MERIDA speed 27.2,Shimano Altus rapidfire 3,Shimano Altus rapidfire 8,ucp steel+white,0,attached 26,Merida 26 1.95,Merida 26 1.95,steel,0,0,0,0,95%,YWS-Alloy
Juliet 6.,20-MD,,Juliet Speed 6,"13.5-15-17-18.5-20""",0,0,0,0,0,SR 26 XCT-HLO 100,Cartridge Bearing,attached,Promax MTD Mechanical 160,Promax MTD Mechanical 160,2P,SP40,Sunrace 8S,attached,Shimano M131 42-34-24 CG,Shimano M190,Shimano Acera-X,Sunrace CS8 11-32,0,MERIDA kraton,Merida Speed R30 620,Merida Comp 15,Conoid steel,Alloy Disc,Alloy Disc cassette,0,Comfort double,0,0,Merida Juliet D,0,Juliet Sport,MERIDA comp QR,MERIDA speed 27.2,Shimano EZ fire 3,Shimano EZ fire 8,ucp steel+white,0,attached 26,Merida 26 1.95,Merida 26 1.95,steel,0,0,0,0,95%,YWS-Alloy
Juliet 6.,20-V,,Juliet Speed 6 V,"13.5-15-17-18.5-20""",0,0,0,0,0,SR 26 XCT-HLO 100,Cartridge Bearing,attached,V-Brake Linear,V-Brake Linear,2P,SP40,Sunrace 8S,attached,Shimano M131 42-34-24 CG,Shimano M190,Shimano Acera-X,Sunrace CS8 11-32,0,MERIDA kraton,Merida Speed R30 620,Merida Comp 15,Conoid steel,OV alloy,OV Cassette,0,Comfort double,0,0,Merida Juliet V,0,Juliet Sport,MERIDA comp QR,MERIDA speed 27.2,Shimano EZ fire 3,Shimano EZ fire 8,ucp steel+white,0,attached 26,Merida 26 1.95,Merida 26 1.95,steel,0,0,0,0,95%,YWS-Alloy
Juliet 6.,15-MD,,Juliet Speed 6,"13.5-15-17-18.5-20""",0,0,0,0,0,SR 26 XCT 100,Cartridge Bearing,attached,Promax MTD Mechanical 160,Promax MTD Mechanical 160,2P,SP40,Sunrace 8S,attached,SR XCC 42-34-24 CG,Shimano M190,Shimano Altus,Sunrace CS8 11-32,0,MERIDA kraton,Merida Speed R30 620,Merida Comp 15,Conoid steel,Alloy Disc,Alloy Disc cassette,0,PP pedal,0,0,Merida Juliet D,0,Juliet Sport,MERIDA comp QR,MERIDA speed 27.2,Shimano EZ fire 3,Shimano EZ fire 8,ucp steel+white,0,attached 26,Merida 26 1.95,Merida 26 1.95,Stainless,0,0,0,0,95%,YWS-Alloy
Juliet 6.,15-V,,Juliet Speed 6 V,"13.5-15-17-18.5-20""",0,0,0,0,0,SR 26 XCT 100,Cartridge Bearing,attached,V-Brake Linear,V-Brake Linear,2P,SP40,Sunrace 8S,attached,SR XCC 42-34-24 CG,Shimano M190,Shimano Altus,Sunrace CS8 11-32,0,MERIDA kraton,Merida Speed R30 620,Merida Comp 15,Conoid steel,OV alloy,OV Cassette,0,PP pedal,0,0,Merida Juliet V,0,Juliet Sport,MERIDA comp QR,MERIDA speed 27.2,Shimano EZ fire 3,Shimano EZ fire 8,ucp steel+white,0,attached 26,Merida 26 1.95,Merida 26 1.95,Stainless,0,0,0,0,95%,YWS-Alloy
Juliet 6.,10-V,,Juliet Speed 6 V,"13.5-15-17-18.5-20""",0,0,0,0,0,SR 26 XCT 100,Cartridge Bearing,attached,V-Brake Linear,V-Brake Linear,2P,SP40,chain 7s,attached,Shimano M131 42-34-24 CG,Shimano Tourney,Shimano Altus,Shimano MF-TZ21 14-28,0,MERIDA kraton,Merida Steel 620 R30,Merida Ahead alloy 15,Conoid steel,OV alloy,OV alloy,0,PP pedal,0,0,Merida Juliet V,0,Juliet Sport,MERIDA comp QR,MERIDA speed 27.2,Shimano EZ fire 3,Shimano EZ fire 7,ucp steel+white,0,attached 26,Merida 26 1.95,Merida 26 1.95,Stainless,0,0,0,0,95%,YWS-Alloy
Crossway,900,,Crossway TFS-D-Single,[41-44]-46-48-52-55-58-[61],0,0,0,0,0,Rock Shox Paragon SA 65 poplock,attached,attached,Shimano T615 160 cen,Shimano T615 160 cen,attached,MTK700 SP40,KMC Z10-10s,attached,Shimano XT 48-36-26 CG,Shimano XT-48,Shimano XT-T,Shimano CS-HG81-10 11-34,0,ERGO Screw on-Single,MERIDA pro OS 620 R12,MERIDA pro OS 5,Conoid semi neck,Shimano XT cen,Shimano XT cen,0,Comfort Alloy triple,0,0,Mavic XM119D,0,Selle Italia Zoo,MERIDA pro QR,Afterburner 27.2,Shimano XT-i,Shimano XT-i,Black stainless,0,Ultralite,Merida Speed Lite 40 KV,Merida Speed Lite 40 KV,Stainless,0,0,0,0,95%,YWS-Alloy
Crossway,900-lady,,Crossway TFS-D-Single-lady,[42L]-46L-50L-[54L]-[57L] ,0,0,0,0,0,Rock Shox Paragon SA 65 poplock,attached,attached,Shimano T615 160 cen,Shimano T615 160 cen,attached,MTK700 SP40,KMC Z10-10s,attached,Shimano XT 48-36-26 CG,Shimano XT-48,Shimano XT-T,Shimano CS-HG81-10 11-34,0,ERGO Screw on-Single,MERIDA pro OS 620 R12,MERIDA pro OS 5 lady,Conoid semi neck,Shimano XT cen,Shimano XT cen,0,Comfort Alloy triple,0,0,Mavic XM119D,0,Selle Italia Zoo,MERIDA pro QR,Afterburner 27.2,Shimano XT-i,Shimano XT-i,Black+White stainless,0,Ultralite,Merida Speed Lite 40 KV,Merida Speed Lite 40 KV,Stainless,0,0,0,0,95%,YWS-Alloy
Crossway,XT-edition,,Crossway TFS-D-Single,[41-44]-46-48-52-55-58-[61],0,0,0,0,0,SR NCX lite E-RL air 63,attached,attached,Shimano T445 160 cen,Shimano T445 160 cen,attached,MTK700 SP40,KMC Z10-10s,attached,Shimano XT 48-36-26 CG,Shimano XT-48,Shimano XT-T,Shimano CS-HG62-10 11-34,0,ERGO Screw on-Single,MERIDA pro OS 620 R12,MERIDA pro OS 5,Conoid semi neck,Shimano M435 cen,Shimano M435 cen,0,Comfort Alloy triple,0,0,Merida comp Pro D,0,Cross Sport,MERIDA pro QR,MERIDA pro H SB15 27.2,Shimano XT,Shimano XT,Black stainless,0,Ultralite,Merida Speed Lite 40 KV,Merida Speed Lite 40 KV,Stainless,0,0,0,0,95%,YWS-Alloy
Crossway,XT-edition-lady,,Crossway TFS-D-Single-lady,[42L]-46L-50L-[54L]-[57L] ,0,0,0,0,0,SR NCX lite E-RL air 63,attached,attached,Shimano T445 160 cen,Shimano T445 160 cen,attached,MTK700 SP40,KMC Z10-10s,attached,Shimano XT 48-36-26 CG,Shimano XT-48,Shimano XT-T,Shimano CS-HG62-10 11-34,0,ERGO Screw on-Single,MERIDA pro OS 620 R12,MERIDA pro OS 5 lady,Conoid semi neck,Shimano M435 cen,Shimano M435 cen,0,Comfort Alloy triple,0,0,Merida comp Pro D,0,Cross lady,MERIDA pro QR,MERIDA pro H SB15 27.2,Shimano XT,Shimano XT,Black+White stainless,0,Ultralite,Merida Speed Lite 40 KV,Merida Speed Lite 40 KV,Stainless,0,0,0,0,95%,YWS-Alloy
Crossway,600,,Crossway TFS-D-Single,[41-44]-46-48-52-55-58-[61],0,0,0,0,0,SR NCX lite D-RL 63,attached,attached,Tektro Vela hydraulic 160,Tektro Vela hydraulic 160,attached,MTK700 SP40,KMC Z10-10s,attached,Shimano T611 48-36-26 CG,Shimano Deore-48,Shimano XT-T,Shimano CS-HG62-10 11-34,0,ERGO Screw on-Single,MERIDA pro OS 620 R12,Adjustable pro OS A-Head,Conoid semi neck,Bearing Disc,Bearing Disc Cassette,0,Comfort Alloy triple,0,0,Merida comp D,0,Cross Sport,MERIDA pro QR,MERIDA pro H SB15 27.2,Shimano Deore,Shimano Deore,Black stainless,0,Ultralite,Merida Speed Lite 40 KV,Merida Speed Lite 40 KV,Stainless,0,0,0,0,95%,YWS-Alloy
Crossway,600-lady,,Crossway TFS-D-Single-lady,[42L]-46L-50L-[54L]-[57L] ,0,0,0,0,0,SR NCX lite D-RL 63,attached,attached,Tektro Vela hydraulic 160,Tektro Vela hydraulic 160,attached,MTK700 SP40,KMC Z10-10s,attached,Shimano T611 48-36-26 CG,Shimano Deore-48,Shimano XT-T,Shimano CS-HG62-10 11-34,0,ERGO Screw on-Single,MERIDA pro OS 620 R12,Adjustable pro OS A-Head lady,Conoid semi neck,Bearing Disc,Bearing Disc Cassette,0,Comfort Alloy triple,0,0,Merida comp D,0,Cross lady,MERIDA pro QR,MERIDA pro H SB15 27.2,Shimano Deore,Shimano Deore,Black+White stainless,0,Ultralite,Merida Speed Lite 40 KV,Merida Speed Lite 40 KV,Stainless,0,0,0,0,95%,YWS-Alloy
Crossway,500,,Crossway TFS-D-Single,[41-44]-46-48-52-55-58-[61],0,0,0,0,0,SR NCX lite D-RL 63,Cartridge Bearing,attached,Tektro Vela hydraulic 160,Tektro Vela hydraulic 160,attached,MTK700 SP40,KMC Z10-10s,attached,SR XCR-10 48A-36-26 CG,Shimano Deore-48,Shimano XT-T,Shimano CS-HG62-10 11-34,0,Crossway Ergo,MERIDA comp OS 620 R25,Adjustable pro OS A-Head,Conoid semi neck,Formula Disc,Formula Disc cassette,0,Comfort Alloy triple,0,0,Merida comp D,0,Cross Sport,MERIDA pro QR,Suspension One D 27.2,Shimano Deore,Shimano Deore,Black stainless,0,Ultralite,Merida Speed Lite 40 KV,Merida Speed Lite 40 KV,Stainless,0,0,0,0,95%,YWS-Alloy
Crossway,500-lady,,Crossway TFS-D-Single-lady,[42L]-46L-50L-[54L]-[57L] ,0,0,0,0,0,SR NCX lite D-RL 63,Cartridge Bearing,attached,Tektro Vela hydraulic 160,Tektro Vela hydraulic 160,attached,MTK700 SP40,KMC Z10-10s,attached,SR XCR-10 48A-36-26 CG,Shimano Deore-48,Shimano XT-T,Shimano CS-HG62-10 11-34,0,Crossway Ergo,MERIDA comp OS 620 R25,Adjustable pro OS A-Head lady,Conoid semi neck,Formula Disc,Formula Disc cassette,0,Comfort Alloy triple,0,0,Merida comp D,0,Cross lady,MERIDA pro QR,Suspension One D 27.2,Shimano Deore,Shimano Deore,Black+White stainless,0,Ultralite,Merida Speed Lite 40 KV,Merida Speed Lite 40 KV,Stainless,0,0,0,0,95%,YWS-Alloy
Crossway,300,,Crossway TFS-D,[41-44]-46-48-52-55-58-[61],0,0,0,0,0,SR NCX-D LO 63,Shimano octalink,attached,Tektro Vela hydraulic 160,Tektro Vela hydraulic 160,attached,MTK700 SP40,KMC M99 ,attached,Shimano T4010 octa 48-36-26 CG,Shimano Alivio,Shimano Deore-9,Shimano CS-HG200-9 11-34,0,Crossway Ergo,MERIDA comp OS 620 R25,Adjustable pro OS A-Head,Conoid semi neck,Formula Disc,Formula Disc cassette,0,Comfort Alloy triple,0,0,Merida comp D,0,Cross Sport,MERIDA comp QR,Suspension One D 27.2,Shimano Alivio rapidfire,Shimano Alivio rapidfire,Black stainless,0,Ultralite,Merida Speed 40 ref,Merida Speed 40 ref,Stainless,0,0,0,0,95%,YWS-Alloy
